# init omega gamma A f
1.401335863e+00 2.781943044e+00 7.905134836e-01 2.150693627e+01 5.648110400e+00
4.596520562e-01 1.284779028e+00 5.338336287e-01 5.603760578e+00 4.824216735e+00
-2.467911004e-01 2.823776120e+00 4.391081478e-01 2.464109059e+01 4.738383069e+00
-8.593166720e-01 2.317330052e+00 3.277351775e-01 3.558557519e+01 3.958964806e+00
-1.059884269e+00 1.011083546e+00 3.398432336e-01 2.308094468e+01 3.970343749e+00
-4.560781264e-01 2.612291733e+00 2.495549689e-01 3.186236685e+01 4.408308291e+00
-7.986626362e-01 1.426640944e+00 3.406871709e-01 1.930435782e+01 3.617350784e+00
-1.009123842e-01 3.054113925e+00 4.025742552e-01 2.286952456e+01 3.687841423e+00
8.681323445e-01 2.271640300e+00 2.785419528e-01 6.404567999e+00 3.572734530e+00
-1.448561328e+00 1.311840062e+00 4.371093414e-02 1.841820104e+01 5.531916890e+00
8.856064221e-01 2.974627147e+00 4.397182291e-01 3.878104605e+01 6.005261055e+00
-1.042058293e+00 1.764546499e+00 5.056604473e-01 1.923832482e+01 3.557658520e+00
2.789765455e-01 7.978830324e-01 7.895984707e-01 2.079014571e+01 5.954587022e+00
-1.556155191e+00 3.073849431e+00 2.014527110e-01 1.468161411e+01 5.050484563e+00
1.046088243e+00 2.130444975e+00 2.581324717e-01 1.879727656e+01 3.415971691e+00
6.830739458e-01 1.474731286e+00 9.764744704e-03 2.059141239e+01 4.445427207e+00
-1.009721848e+00 1.934568058e+00 5.216764256e-01 1.597720063e+01 5.733066301e+00
1.315325351e+00 2.399552603e+00 7.311130960e-01 1.230849055e+01 3.421376020e+00
-4.630328474e-01 2.118409862e+00 6.713187305e-01 1.271498383e+01 5.263786124e+00
3.528750372e-01 7.876618074e-01 1.272744389e-01 1.394549309e+01 4.197426942e+00
-8.910026075e-01 2.255473304e+00 5.768603525e-01 3.591371197e+01 4.945627976e+00
-4.509767924e-03 2.959614963e+00 5.962227892e-01 2.598819017e+01 3.818651192e+00
5.755893896e-01 2.762340500e+00 2.475047504e-01 1.240296970e+01 5.904758901e+00
-9.491450939e-01 8.268886747e-01 5.370347308e-01 7.841085501e+00 5.616231508e+00
-5.462676361e-01 2.944718222e+00 6.353971213e-01 2.188359122e+01 4.172903170e+00
-2.084942445e-01 1.688927254e+00 4.232406757e-01 1.589999504e+00 5.011191376e+00
1.730188485e-01 1.130546150e+00 4.619691839e-01 8.326372431e+00 4.859282672e+00
-6.555593785e-01 2.700601920e+00 6.583070659e-01 2.946561143e+01 3.268298448e+00
-8.517701494e-02 2.074882355e+00 9.073362382e-03 3.242558751e+01 3.588884422e+00
-1.242975492e+00 3.058104587e+00 2.949804599e-01 3.863352357e+01 5.119296232e+00
-1.949699096e-01 1.278221916e+00 5.597016511e-01 1.379461602e+01 4.352051848e+00
-1.503495787e+00 2.151963697e+00 6.954806907e-01 2.591374427e+01 3.660987010e+00
-1.007841667e+00 1.869337398e+00 6.100061326e-01 3.489834101e+00 5.414938421e+00
1.297040418e+00 8.916745914e-01 1.804978594e-01 2.783779276e+01 6.029972540e+00
-9.205048836e-01 1.378055699e+00 3.443006050e-01 1.395657947e+01 5.496278304e+00
-4.266634748e-01 1.941372201e+00 4.410815485e-01 1.089480323e+00 4.759085506e+00
-1.001298866e+00 2.209463472e+00 6.548541668e-01 2.901198654e+00 5.635039998e+00
2.673261036e-01 1.996180948e+00 6.395788557e-01 6.716350422e+00 4.035879547e+00
2.769483668e-01 2.662125768e+00 5.533388118e-01 2.476835343e+01 4.064662938e+00
1.233991618e+00 8.590088049e-01 5.447230861e-01 1.049112593e+01 4.612715976e+00
7.313000388e-01 1.447547641e+00 5.053500788e-01 1.302285033e+01 4.177234625e+00
1.393003916e+00 1.280505148e+00 1.705894722e-01 2.738262257e+01 3.900659791e+00
-9.583785024e-01 3.093600649e+00 1.409067090e-02 2.053407490e+01 3.905836194e+00
-8.130102391e-01 2.710583639e+00 9.250953114e-02 3.554913584e+01 5.282272367e+00
1.149094076e+00 1.968430174e+00 2.220579236e-01 9.313561618e+00 6.094079691e+00
1.162089790e+00 8.691831867e-01 2.605389449e-01 2.421848663e+01 3.564702672e+00
-1.149811066e+00 1.675937272e+00 2.989075534e-01 2.066004978e+01 5.546692342e+00
-4.305355875e-01 2.629763145e+00 4.588313003e-01 2.113805475e+01 4.036445965e+00
-1.527285080e+00 1.584101837e+00 7.634763695e-01 4.274905559e+00 5.328510375e+00
-8.364618263e-01 2.399521536e+00 4.162831925e-01 2.333206020e+01 5.332097367e+00
-4.841076320e-01 1.206224498e+00 6.602172531e-01 1.430696884e+01 6.185018774e+00
-6.012585089e-01 1.706946633e+00 2.474634710e-01 1.334193676e+01 3.994069829e+00
-1.189336535e+00 2.561669639e+00 6.211415574e-01 3.078632902e+01 4.457091399e+00
1.423235289e+00 1.535397965e+00 7.959994543e-03 3.021675477e+01 5.584518170e+00
-4.464572904e-01 2.764323655e+00 2.039587152e-01 6.682865984e+00 4.123498667e+00
-8.626232014e-02 1.703826003e+00 7.343553981e-01 8.867632814e+00 5.644455601e+00
6.115454242e-01 9.171540467e-01 3.296776564e-01 1.717782663e+01 3.632242904e+00
9.899918919e-01 1.305228138e+00 7.311447774e-01 6.048268354e+00 6.112392743e+00
1.222987747e+00 2.682645513e+00 3.207566203e-01 2.908902641e+01 3.322252718e+00
2.750474483e-01 2.284679308e+00 4.971689745e-01 1.961284428e+01 3.246130458e+00
1.206046960e+00 1.350623676e+00 3.604411346e-02 1.597970662e+01 3.844890709e+00
1.695687810e-01 1.784070468e+00 5.590017682e-01 3.328918325e+01 3.753341632e+00
9.280485985e-01 1.528705728e+00 1.477850992e-01 3.962800058e+01 5.235645740e+00
-8.090862327e-01 1.871697827e+00 3.609124192e-01 2.931704397e+01 5.749993980e+00
7.833431577e-01 1.723377049e+00 2.192130077e-01 2.478679210e+01 4.077876308e+00
-7.565533004e-01 1.575903068e+00 4.729274293e-01 2.130152633e+01 5.566279105e+00
2.414460708e-01 2.660994634e+00 4.732896195e-02 1.622138301e+01 3.196101515e+00
1.368049681e+00 2.127403693e+00 6.328868271e-01 3.055061087e+00 3.882102208e+00
3.587884621e-01 1.229396794e+00 6.956520913e-01 2.334126908e+01 4.250465255e+00
-1.348363030e+00 9.573159679e-01 3.592580322e-01 2.853967186e+01 5.380197154e+00
1.234094032e+00 3.052846391e+00 5.768156107e-01 5.604638156e+00 4.312536439e+00
6.156782796e-02 2.450051998e+00 7.266540586e-01 3.594571080e+01 4.944250999e+00
-1.305887862e+00 2.462560641e+00 1.638346008e-01 1.712808819e+01 6.243357874e+00
-3.951870903e-01 2.428734716e+00 3.807947209e-01 2.898273757e+01 6.119533102e+00
7.307605677e-01 1.797061270e+00 6.455120648e-01 2.762105218e+01 3.757557685e+00
-1.278041606e+00 1.960640770e+00 3.474423646e-01 1.585173564e+01 6.007287862e+00
5.268532791e-01 2.251519806e+00 6.642382660e-01 6.807737614e+00 3.602026760e+00
1.558422321e+00 2.432671818e+00 1.591968532e-01 3.382081479e+01 5.819920160e+00
-9.759170082e-01 1.207081291e+00 2.555808865e-01 2.683254145e+01 6.271422518e+00
4.321564853e-01 2.021840625e+00 5.417047759e-01 2.463711893e+01 4.744304472e+00
1.330155313e+00 8.457918004e-01 5.090276834e-01 5.525799033e+00 5.424530068e+00
9.812073926e-01 1.788612754e+00 3.131365364e-01 5.110666765e+00 3.993135334e+00
-8.309800108e-01 8.774259445e-01 1.580922647e-01 3.306260996e+01 5.381896982e+00
5.021255675e-01 1.655479191e+00 6.959539091e-01 1.407113920e+01 3.440243772e+00
1.174707577e+00 2.588486069e+00 6.008951563e-01 3.208984610e+01 3.982629122e+00
5.639370147e-01 2.325937933e+00 5.410318204e-01 3.887174757e+00 4.480724554e+00
-1.026716309e+00 2.223808834e+00 3.122399742e-01 7.228881808e-01 3.368029474e+00
1.014835963e+00 1.597785773e+00 6.314760270e-01 2.069254151e+01 6.126785001e+00
1.075086701e+00 1.882489479e+00 4.704642586e-01 1.362035882e+01 4.819820947e+00
1.178245034e+00 1.255613394e+00 4.275896516e-01 2.826075656e+00 4.056860367e+00
-1.187142002e+00 1.280044165e+00 6.763394094e-01 2.087201079e+01 4.953086307e+00
-3.518903972e-01 1.175095213e+00 1.716980333e-01 2.377553916e-01 5.723628461e+00
7.997295289e-02 1.428535734e+00 7.292799600e-01 3.060643173e+01 5.184693748e+00
-1.172618526e+00 2.875966545e+00 7.990917024e-01 1.121683932e+01 3.315122948e+00
-3.298337656e-01 2.773585768e+00 7.854943638e-01 3.325712629e+01 5.898828679e+00
1.305042213e+00 2.974618976e+00 5.000185305e-01 3.905927714e+01 3.915714990e+00
8.014177761e-01 2.833165696e+00 7.044518711e-01 9.360900446e+00 3.595680005e+00
-1.372320661e+00 1.022662949e+00 5.213559018e-01 1.234635514e+01 6.071766435e+00
7.337877100e-01 2.622181916e+00 4.884579828e-01 2.876307384e+01 4.459128372e+00
1.067734687e-01 1.876092166e+00 3.244982866e-01 2.696341743e+01 4.221744700e+00
1.494695146e+00 2.530713598e+00 3.841380230e-01 4.799658359e+00 4.822052736e+00
5.931752219e-01 2.789938059e+00 6.101903211e-01 7.104802160e+00 6.028820253e+00
1.535429615e+00 2.472377811e+00 6.116737918e-01 1.620120033e+00 5.264693119e+00
-3.273128425e-01 2.465819277e+00 6.035537299e-01 1.378825225e+01 5.595193796e+00
8.893386963e-01 2.892922471e+00 7.302629845e-01 5.033318623e+00 4.599702044e+00
9.555410387e-01 1.323729289e+00 8.183841452e-02 1.033013864e+01 4.161352699e+00
-1.155431224e+00 1.551856057e+00 6.549773129e-01 3.625810262e+01 5.581999878e+00
-9.572770792e-01 2.978503190e+00 1.326555192e-01 2.227381496e+01 6.244594730e+00
1.663914863e-01 8.755316648e-01 3.104800849e-01 2.417876980e+01 4.572040492e+00
9.909057587e-01 1.962463451e+00 5.395366689e-01 1.449759009e+01 4.897778210e+00
-7.630769110e-01 3.022080059e+00 6.727205069e-01 7.671123014e+00 3.687725408e+00
-1.507868986e+00 1.922990377e+00 2.345104642e-01 1.472102406e+01 4.820790898e+00
-6.184773365e-01 1.320721785e+00 4.109881041e-01 1.737681551e+01 4.584355119e+00
-4.257786726e-01 2.978984648e+00 7.899601440e-01 3.770852080e+01 3.475818248e+00
3.421462441e-01 2.779882512e+00 4.911228633e-01 2.289341559e+01 4.895078129e+00
-9.803469670e-01 9.966164883e-01 2.274054509e-01 6.547956575e+00 6.148773648e+00
-7.548106320e-01 3.003754260e+00 4.478445714e-01 3.219355326e+01 6.176682548e+00
3.817905267e-01 8.440142380e-01 4.582886876e-01 1.934263333e+01 3.573003366e+00
-1.156015850e+00 2.054770186e+00 1.843191536e-01 3.530545100e+01 5.024330274e+00
-2.644195305e-01 1.961114351e+00 4.781591761e-01 4.890371405e+00 5.505021394e+00
-2.216163845e-01 2.790835172e+00 6.149776631e-01 8.649160431e+00 5.328021492e+00
-1.161971969e+00 2.766779654e+00 3.605872903e-01 1.437964493e+01 3.871032541e+00
-1.107994555e+00 2.315514036e+00 6.733346527e-02 3.220141152e+01 6.081467821e+00
-3.322777892e-01 1.929478559e+00 4.548770166e-01 2.732105341e+00 4.761751936e+00
7.503942363e-01 1.344954055e+00 2.587399860e-01 4.910977776e+00 6.029702041e+00
4.401166656e-01 1.650505554e+00 1.106257645e-01 2.539656945e+01 5.519488750e+00
9.156554261e-01 1.424699153e+00 7.436473469e-01 2.404727967e+01 4.528932884e+00
4.855370327e-01 2.114816350e+00 7.667124124e-01 3.627357434e+01 3.445232613e+00
-1.414593621e+00 1.799483729e+00 1.102082774e-01 1.011033408e+01 4.635617030e+00
9.478088162e-01 1.675424585e+00 3.865884967e-01 2.563884457e+01 4.583543633e+00
-6.359741376e-01 1.980044373e+00 4.620885317e-01 1.760867024e+00 5.163030170e+00
-2.676759230e-01 1.183941322e+00 2.731948384e-01 1.644376702e+01 5.269366510e+00
-8.659571148e-01 2.389419251e+00 6.305413483e-01 2.010634935e+01 4.675685540e+00
7.048897789e-01 2.098418241e+00 2.159131943e-01 2.321276243e+01 5.249691876e+00
9.477864910e-01 2.197310032e+00 1.515094440e-01 1.995054754e+01 5.667679783e+00
1.126960340e+00 1.633267007e+00 3.695468311e-01 2.260870621e+01 3.403688701e+00
-7.621486208e-01 1.542389095e+00 4.224280292e-01 8.905601795e+00 4.940423307e+00
3.555387062e-01 2.052185610e+00 6.385790919e-01 2.863624432e+01 4.074438094e+00
-5.489090212e-01 2.337911643e+00 7.081305610e-01 2.534466163e+01 4.188952975e+00
1.007576088e+00 3.055618456e+00 2.345167817e-01 2.952423540e+01 5.366025020e+00
-1.160662008e+00 2.490880386e+00 1.094785224e-01 4.307414282e+00 5.699986398e+00
8.854551645e-01 1.162332551e+00 1.441645610e-01 2.239523865e+01 4.796633606e+00
1.965048812e-01 1.661591734e+00 6.450634429e-01 2.397473105e+01 5.506401544e+00
-9.219238211e-01 2.031020764e+00 5.798949318e-02 1.682275142e+01 3.868268090e+00
-1.458503426e+00 1.022096216e+00 1.564275038e-01 5.390807844e+00 5.167039257e+00
-1.265821166e+00 8.018305034e-01 5.509285480e-01 1.365886051e+01 5.620691077e+00
1.178784965e+00 1.199618486e+00 3.205439051e-01 1.615887514e+01 5.876465820e+00
7.055352019e-01 1.925111481e+00 4.899142819e-01 1.715883699e+01 3.370773611e+00
8.076092208e-01 1.942607371e+00 5.100968306e-01 2.218165884e+00 5.835878951e+00
1.552443016e-01 1.976752432e+00 7.949674868e-01 3.249225648e+01 3.610913414e+00
-3.618737709e-01 1.094170985e+00 4.320583402e-01 2.311482556e+01 4.564156748e+00
-3.257768250e-01 2.502135530e+00 8.737963061e-02 2.850176263e+01 5.204195252e+00
-1.385701982e+00 2.163233558e+00 7.480392206e-01 1.911365532e+01 5.093616723e+00
3.320309485e-01 1.255971326e+00 4.030164580e-01 3.197346077e+01 5.615300789e+00
5.578403161e-01 2.456023464e+00 2.233133793e-01 2.040005111e+01 3.917618320e+00
-1.234405291e+00 2.686251669e+00 1.404234690e-02 3.756826260e+00 3.589836564e+00
1.024210392e+00 2.822225310e+00 3.016875501e-01 2.061466789e+00 3.256386660e+00
5.874335079e-01 2.905715855e+00 6.268966729e-01 1.089879725e+01 4.898042028e+00
1.404088907e+00 2.455252125e+00 3.465961174e-02 1.722453919e+01 4.065759613e+00
1.430749968e+00 2.656893551e+00 6.427131502e-02 3.441525066e+01 4.245762581e+00
1.055681602e+00 8.933294323e-01 4.905608602e-01 8.695225833e+00 3.324193151e+00
6.731019455e-03 2.518965346e+00 6.904854464e-01 3.147988159e+01 4.007812162e+00
-2.560719722e-01 1.844229465e+00 7.205148267e-01 4.993247308e+00 3.517097066e+00
-1.525800758e+00 1.175721828e+00 5.189218937e-01 1.869225741e+01 6.125151697e+00
-3.967811285e-01 1.802222386e+00 1.995593258e-01 1.418909823e+01 5.453416546e+00
-1.154742946e+00 2.043506977e+00 2.480383661e-01 2.741152063e+01 4.982689062e+00
-1.480346733e+00 2.339299666e+00 1.581676079e-01 2.887271698e+01 6.166045891e+00
3.715639259e-01 1.207249655e+00 5.735965177e-02 6.204888562e+00 6.023525069e+00
2.969433322e-01 8.273198042e-01 6.805644102e-01 2.267367504e+01 6.101295316e+00
7.100052288e-01 2.508422148e+00 1.268241900e-02 1.953009030e+01 5.034162892e+00
3.054171182e-01 3.095846312e+00 7.732984409e-01 6.795237865e+00 4.770082716e+00
1.435074610e-01 1.924608987e+00 3.427298563e-01 3.555302962e+01 5.856350925e+00
2.402771412e-01 2.416167043e+00 6.409164343e-01 1.213761618e+01 4.741936567e+00
-2.328309359e-01 2.190819840e+00 4.189689520e-01 1.483067701e+01 4.044677825e+00
1.071774552e+00 1.499002434e+00 1.866470414e-01 2.828674541e+01 5.813338537e+00
-1.351016322e+00 2.271928336e+00 9.168432635e-02 8.408176435e+00 4.014812478e+00
-1.450648671e+00 2.393263665e+00 6.130523557e-01 2.889035692e+01 5.490970292e+00
-1.491131305e+00 2.821758494e+00 3.835551810e-01 3.992277726e+01 5.213964865e+00
-1.078150772e-01 2.418438369e+00 3.310286704e-01 2.320587255e+01 3.361366304e+00
6.599954455e-01 1.774072255e+00 2.606293347e-01 4.985586346e+00 5.330041981e+00
8.530036934e-01 2.504471104e+00 4.533013864e-01 2.116607192e+01 5.308666353e+00
1.885542007e-01 8.233612940e-01 4.869295453e-01 1.162482120e+01 3.361419156e+00
9.993589674e-01 1.694758877e+00 5.951098266e-01 2.786158023e+01 5.278790332e+00
9.899703221e-01 8.123788023e-01 1.628061435e-01 3.399603974e+01 3.141986143e+00
-9.429815967e-01 9.748412995e-01 3.513372547e-01 3.999117896e+01 6.247155297e+00
-8.901452615e-01 1.611467261e+00 3.767457436e-01 1.628649814e-01 3.540455977e+00
1.131057703e+00 2.134565782e+00 4.641858832e-01 1.482433602e+01 4.576891162e+00
1.559327122e+00 2.645768718e+00 2.896629527e-01 1.707577707e+01 6.091819273e+00
-9.415243631e-01 2.501354114e+00 6.837515382e-01 2.082333682e+01 5.580944435e+00
3.249229901e-01 1.562691037e+00 3.349441227e-01 7.176924285e+00 3.636685704e+00
-7.222408162e-01 1.018266793e+00 7.282169865e-01 3.398527344e+01 5.214420296e+00
1.437543361e-01 1.612411453e+00 7.911444470e-02 5.520722380e+00 5.415120773e+00
1.366286720e+00 1.602272806e+00 5.143501897e-01 1.592986602e+01 4.680715011e+00
-8.824872189e-01 2.376875705e+00 6.080142444e-01 2.153116897e+01 4.597494175e+00
-1.411440515e+00 1.166382703e+00 1.330225448e-01 2.574382860e+01 4.909724417e+00
2.511160585e-01 1.629833857e+00 5.541327612e-01 1.105442240e+01 5.570894533e+00
1.047675211e+00 1.249257311e+00 4.075634124e-01 5.739006424e+00 4.150260289e+00
1.176194738e-01 1.127278547e+00 2.044018659e-01 1.431013254e-01 3.431325736e+00
2.340790578e-01 8.078174161e-01 5.187137239e-01 1.699017419e+01 4.875181133e+00
3.821753545e-01 1.588766416e+00 1.313063133e-01 1.362577436e+01 3.932247566e+00
-4.163707059e-02 9.906093317e-01 4.608501215e-01 3.350308643e+01 3.496403216e+00
-1.354680448e+00 2.982922228e+00 1.608171830e-01 1.557742054e+01 4.666772353e+00
-3.424212705e-02 2.046190950e+00 1.508563260e-01 1.679593828e+00 3.814329459e+00
2.999344303e-01 2.598998050e+00 1.296134984e-01 3.664235297e+01 5.378840533e+00
-1.392353277e+00 9.372988928e-01 2.935348507e-02 2.626675956e+01 6.051036596e+00
5.250137573e-01 2.249415932e+00 1.517322241e-01 2.895255437e+01 4.480665235e+00
8.966412771e-01 2.740644033e+00 1.414259437e-01 4.039710413e+00 4.214878436e+00
1.366679321e+00 2.632726691e+00 1.693426115e-01 3.060288404e+01 5.054959365e+00
6.759828331e-01 1.342363395e+00 7.140258929e-01 6.776454900e-02 5.057507965e+00
1.265950406e+00 2.148543899e+00 3.884579449e-01 3.646714785e+00 5.691882752e+00
1.082211035e+00 2.341594537e+00 7.276127322e-01 1.402972919e+01 4.758255970e+00
6.198898262e-01 2.765766177e+00 5.014140281e-01 7.980549841e+00 4.602112615e+00
-5.325665713e-01 1.859731761e+00 5.876319101e-01 2.500424591e+01 5.734499260e+00
-1.389966543e+00 2.835910366e+00 2.552139256e-01 2.302769868e+01 4.182759257e+00
1.492109746e+00 1.162996036e+00 5.794318551e-04 1.345519342e+01 6.133700469e+00
4.037217919e-01 1.483480397e+00 5.354344204e-01 3.151661435e+01 4.616827209e+00
1.413184996e+00 1.223082447e+00 3.809936353e-01 3.854670619e+01 4.593917723e+00
-1.078170263e+00 2.589193834e+00 5.967375022e-01 3.842139789e+01 3.886443259e+00
-8.716149264e-01 2.915826829e+00 5.085189598e-01 1.167714693e+01 3.605729839e+00
2.179337434e-01 1.586938642e+00 2.681531109e-01 2.477098052e+01 3.910170831e+00
-6.796250489e-01 1.833805472e+00 4.716344098e-01 3.821976654e+00 4.014050330e+00
-1.501346170e+00 1.151810641e+00 3.042328510e-02 1.565231339e+01 4.691448308e+00
4.888324052e-01 3.062452119e+00 4.642280426e-01 1.411826764e+01 5.670149353e+00
-9.604327658e-01 1.645942456e+00 7.574970930e-01 7.817436563e+00 3.961475322e+00
1.111380329e+00 2.789214343e+00 3.653804618e-01 3.590512133e+01 5.656413889e+00
-1.244614610e+00 2.527260655e+00 2.658869481e-01 1.011587319e+01 5.347856833e+00
-4.934935741e-01 1.995939914e+00 6.381977543e-01 3.106706795e+01 5.966831778e+00
-5.705993762e-01 9.933387455e-01 3.366469988e-01 1.972840493e+01 5.899567562e+00
-7.321498541e-01 9.573823180e-01 9.832675998e-02 1.081993131e+01 4.817399564e+00
1.895253067e-01 2.687868569e+00 4.621551626e-01 2.604165451e+01 3.732882841e+00
1.145624714e-01 2.684132551e+00 1.528516553e-01 2.903386291e+01 3.794151665e+00
-1.284511181e+00 8.358772054e-01 1.036709404e-01 5.357193463e-01 5.309405888e+00
-3.494434291e-01 3.014592799e+00 4.637014364e-01 2.958748596e+01 4.738364670e+00
-1.233263774e-01 1.771080445e+00 6.901902937e-01 3.279825691e+01 5.938806591e+00
1.148675024e+00 1.361902201e+00 3.558980448e-01 2.951484441e+01 5.265990280e+00
8.822339949e-01 2.544598165e+00 3.528343191e-01 3.940775932e+01 5.242277502e+00
1.018469245e+00 2.322587103e+00 1.878569755e-01 6.200551522e+00 3.590189900e+00
3.683123544e-01 2.771719539e+00 7.629647304e-01 2.436415726e+01 4.980640660e+00
3.526952080e-02 1.756940670e+00 2.857522283e-01 2.578346938e+01 5.112824387e+00
1.396664545e+00 2.253589049e+00 4.402242875e-01 2.264063909e+01 6.090936340e+00
-1.263721066e-02 2.536004623e+00 3.548456997e-01 3.573425031e+01 3.725753714e+00
-8.417918059e-02 2.865756300e+00 6.736348353e-01 7.669859909e+00 5.367319861e+00
2.402924707e-01 2.475982719e+00 6.902124829e-01 2.420670446e+01 5.309759493e+00
-6.175806190e-01 8.454868758e-01 6.845365476e-01 3.463315168e+01 4.690888378e+00
1.202753413e+00 1.941351979e+00 4.621923540e-01 4.910046653e+00 3.364147122e+00
7.185161136e-02 2.905622800e+00 3.777902894e-01 3.824052007e+01 4.742907302e+00
1.594744296e-01 2.135569882e+00 2.525517553e-01 2.485091974e+01 4.863565527e+00
-8.796959639e-01 1.615731882e+00 4.152873362e-01 2.115005450e+01 5.861558852e+00
1.498166496e-01 2.951274997e+00 2.732155305e-01 1.434784448e+01 4.808065226e+00
6.901376821e-02 1.161908418e+00 1.112797909e-01 2.083561870e+01 5.228354483e+00
-8.051007475e-01 2.402643083e+00 5.449282694e-01 3.265018509e+00 3.179341768e+00
-2.269297088e-01 1.047476026e+00 7.308578697e-01 2.242949052e+01 5.885544831e+00
-1.262495268e+00 1.672903183e+00 5.479920917e-01 1.095457827e+00 5.539263463e+00
-8.753471012e-01 2.916838112e+00 6.588947094e-01 1.439232328e+01 4.635157630e+00
1.292075485e+00 9.278013636e-01 7.600142414e-01 3.080936483e+01 4.339756698e+00
1.187465001e+00 1.051865430e+00 2.632986120e-01 1.712087073e+01 5.241568124e+00
1.034970535e+00 1.014184576e+00 2.918396510e-01 3.051620266e+00 5.906259742e+00
6.943091441e-01 3.043453002e+00 5.592083741e-01 1.049008095e+01 4.728143493e+00
-5.532982220e-01 2.670325123e+00 8.671244607e-02 2.435215783e+01 5.605992638e+00
-1.330166511e+00 8.923481795e-01 7.409073697e-01 1.812806585e+01 5.617293812e+00
7.201199464e-01 3.023003181e+00 7.092012580e-01 2.805007787e+00 4.909086895e+00
-1.018249457e+00 2.643769621e+00 1.052659990e-02 2.757683282e+00 6.047610318e+00
6.126592486e-01 1.911411264e+00 2.898175812e-01 3.295531145e+01 5.904619215e+00
8.599138801e-01 2.506124952e+00 4.273788147e-01 2.490115258e+01 6.262262780e+00
-3.798179431e-01 2.503241441e+00 6.375238917e-01 8.944258659e+00 5.388721314e+00
-1.403193863e+00 1.455946472e+00 3.613496367e-01 3.929268231e+01 4.856280568e+00
4.015055401e-01 1.333182317e+00 1.881918339e-01 3.538520495e+01 4.311127108e+00
-2.565069145e-01 2.064139249e+00 6.201489437e-01 9.656298952e-01 4.557334742e+00
-1.376178226e+00 1.991134552e+00 5.731058525e-02 2.560607931e+01 5.800134517e+00
-3.163212891e-01 1.369595665e+00 5.430157488e-01 3.124494389e+01 4.741638120e+00
1.338824538e+00 1.317795034e+00 4.696339147e-01 2.684006268e+01 4.642381809e+00
-9.102953457e-01 1.317553416e+00 1.682061681e-01 2.937527280e+01 4.683287617e+00
1.135315464e+00 1.220570738e+00 3.187986734e-02 7.815888517e+00 5.608189053e+00
-8.684185379e-02 1.854203109e+00 2.086082440e-01 2.304956245e+01 6.093851682e+00
3.775731483e-01 1.145733884e+00 7.224690864e-02 2.406704842e+01 4.251762796e+00
-7.101348417e-01 2.158556177e+00 5.087309973e-01 1.461487367e+01 6.023765494e+00
-4.786949113e-01 1.392927208e+00 3.025677692e-01 3.459771884e+01 5.819815415e+00
-1.372078501e+00 2.586936700e+00 7.789803562e-01 3.039960084e+01 4.382398782e+00
-1.290698221e+00 2.919391518e+00 7.287912493e-01 3.428732836e+01 5.672114833e+00
2.827054285e-02 1.272705384e+00 1.808837361e-01 3.914832298e+01 4.651970394e+00
-7.791624304e-01 1.791115342e+00 6.069680028e-01 1.323191005e+00 3.552544836e+00
8.424645794e-01 2.900877313e+00 5.875703944e-01 7.751841941e+00 5.970253774e+00
-4.767666333e-01 1.740320311e+00 7.875625800e-01 3.262898749e+01 3.835412185e+00
1.150984588e+00 1.070681337e+00 1.287582989e-01 3.640036704e+01 4.326934878e+00
1.008346595e+00 9.540828251e-01 7.491581349e-01 2.848473897e+01 4.479189346e+00
-8.922400623e-01 1.063783841e+00 7.801253688e-01 1.064996432e+01 3.707633710e+00
-1.203873151e+00 2.974777492e+00 4.474116366e-01 2.083854723e+01 3.946145489e+00
-5.569628488e-01 2.768362363e+00 4.996133300e-01 9.377117062e+00 6.133421972e+00
1.852486185e-01 1.379515287e+00 1.146878586e-01 3.137227173e+01 5.387173130e+00
1.096264665e+00 1.978333120e+00 1.354582457e-01 7.743779397e+00 4.769120613e+00
1.504682022e+00 2.769650534e+00 5.638846523e-01 1.825839951e+01 5.751066442e+00
8.966175117e-01 1.817049153e+00 3.648289285e-01 7.897125886e+00 5.919483933e+00
-5.395401883e-01 2.130504633e+00 5.338527983e-01 3.694160817e+01 4.291168365e+00
1.500099128e+00 2.832910151e+00 7.926332345e-02 4.965197355e+00 4.725316076e+00
1.256263089e+00 2.583888145e+00 7.323899979e-01 1.543007828e+01 4.473342562e+00
5.267441908e-02 2.126169902e+00 3.591858897e-01 2.020394145e+01 6.270988995e+00
-3.420114853e-01 2.630543110e+00 6.395840754e-02 1.039916018e+01 4.562266666e+00
-3.929530011e-01 1.526779566e+00 4.124156248e-01 3.421455621e+01 4.001407165e+00
1.521044281e+00 2.482235995e+00 7.584258380e-01 1.749426799e+01 5.085774904e+00
-3.400188673e-01 2.246906337e+00 6.055977319e-01 3.075295812e+01 4.183898914e+00
4.517193421e-01 2.834062403e+00 2.664969539e-01 1.346157398e+00 3.914652065e+00
-1.191456108e+00 1.779973339e+00 3.232831043e-01 9.641310799e+00 4.327172303e+00
-1.214881947e+00 2.079823887e+00 1.820297540e-01 2.187112413e+01 4.350416504e+00
7.131145148e-01 1.117464918e+00 1.338363273e-01 1.986613981e+01 6.111240404e+00
1.167693841e+00 1.715473390e+00 3.470842926e-01 3.694406348e+01 5.821313319e+00
1.911178602e-01 1.776857360e+00 2.616046746e-01 1.495456143e+01 4.297361850e+00
1.099132548e+00 9.650170613e-01 4.882321079e-01 2.109103650e+01 6.113593077e+00
