# init omega gamma A f
1.551671107e+00 1.370480539e+00 3.218655796e-01 7.074586752e-01 1.909819535e+00
4.187126731e-01 9.376318612e-01 1.484704336e-01 1.503924079e-01 1.757179567e+00
3.619052607e-01 1.472535175e+00 1.252126687e-01 2.889384086e-01 2.558460877e+00
1.329156692e+00 1.467749045e+00 1.807844981e-01 6.375587119e-01 1.927174810e+00
7.484753570e-01 8.478694112e-01 3.203570799e-01 9.907258532e-01 2.763876871e+00
1.211953930e+00 1.191052439e+00 2.942406777e-01 8.334480067e-01 1.838617299e+00
1.138832482e+00 1.251083147e+00 3.634389144e-01 4.379438659e-01 2.788798978e+00
1.040141368e+00 1.269366135e+00 6.776381809e-03 2.982388621e-01 2.432181001e+00
6.117381405e-02 9.472721641e-01 3.214660712e-01 4.487089210e-01 2.668493030e+00
1.103417911e+00 9.171026874e-01 2.974810989e-01 6.115629357e-01 2.915070759e+00
4.888496496e-01 1.015998258e+00 3.351052671e-01 8.921064192e-01 3.088535252e+00
9.006305687e-01 1.424654709e+00 1.211343717e-01 2.574914905e-01 2.196558652e+00
1.049773494e+00 1.569635166e+00 2.820190885e-01 4.602740626e-01 2.453011351e+00
5.083985932e-01 1.318248154e+00 1.007333927e-01 8.249949838e-01 2.426979003e+00
1.504949341e+00 1.353424606e+00 3.008149179e-01 6.542826648e-01 1.868525079e+00
9.910646969e-03 9.698022937e-01 2.614243699e-01 1.523315360e-01 3.084730237e+00
1.568546716e+00 1.034712499e+00 2.344691052e-01 2.993622486e-01 2.015719623e+00
5.505786928e-01 1.177306191e+00 1.165935266e-01 9.091607431e-01 1.892765003e+00
7.450220112e-01 1.079883139e+00 2.165525747e-01 1.691649795e-01 1.973588927e+00
1.389654443e+00 1.131354513e+00 1.565666580e-01 8.765186593e-01 1.676949447e+00
7.814002775e-01 1.300760128e+00 3.156105319e-01 3.092690833e-01 1.675245070e+00
5.459712762e-01 1.280453695e+00 3.201696584e-01 2.936948296e-01 2.294240948e+00
1.375247449e+00 9.288331848e-01 1.900833952e-01 9.168899682e-01 2.474553159e+00
8.817041730e-01 1.142921618e+00 3.296510826e-01 7.530853364e-01 2.468643169e+00
1.430113650e+00 1.464095168e+00 3.990829120e-01 9.484526371e-01 2.917059936e+00
9.184043536e-01 1.068589751e+00 1.817160328e-01 1.343946938e-01 1.860404047e+00
1.354779339e+00 1.298032003e+00 2.808129879e-02 8.223104606e-01 1.831235972e+00
1.527411990e+00 9.771084739e-01 1.556091739e-01 2.472303009e-01 3.016640502e+00
6.476731706e-01 1.112489258e+00 4.077385662e-02 8.766284383e-01 2.548208985e+00
1.457212587e+00 9.590530302e-01 5.283624882e-03 8.808843003e-01 2.911679019e+00
6.195365661e-01 1.235447365e+00 2.863847056e-01 7.416212568e-01 1.629071273e+00
2.709198534e-01 9.713925160e-01 2.235814519e-01 3.319675272e-01 2.653013531e+00
9.201685037e-01 1.366425745e+00 8.016646276e-02 6.814811133e-01 2.652719812e+00
3.788912430e-01 1.130788274e+00 3.943556631e-01 3.837781893e-01 3.118898327e+00
1.499251265e-01 1.061386376e+00 1.578830186e-01 3.184147377e-01 2.263135219e+00
1.134267899e+00 1.206020611e+00 1.853022673e-01 6.537326622e-01 2.175408801e+00
1.000876540e+00 9.282795073e-01 3.708664300e-01 4.248063626e-01 2.171365434e+00
1.207913973e+00 9.209719610e-01 1.042936068e-01 5.783936214e-01 2.641423599e+00
3.287959415e-01 1.135303816e+00 1.191923705e-02 1.652471492e-01 1.769221899e+00
1.369649005e+00 9.973075372e-01 3.003370042e-01 5.837334019e-01 1.715501039e+00
3.768992183e-02 1.244459754e+00 3.046402611e-02 2.442917827e-01 1.666671136e+00
1.750443019e-01 1.046172325e+00 2.190575565e-02 6.223000331e-01 3.128782795e+00
4.876308335e-01 1.136858906e+00 2.346889266e-01 8.240158269e-01 1.934107623e+00
3.066451746e-01 8.384285416e-01 2.123025791e-01 5.518748019e-01 2.069856426e+00
1.218614683e+00 9.443868865e-01 1.810090724e-01 9.006693104e-01 2.470043185e+00
1.071260963e+00 1.483293770e+00 3.594357465e-01 7.545269914e-01 1.633133443e+00
6.501843984e-02 8.470081022e-01 2.363118964e-01 3.792429065e-01 2.057467792e+00
6.343055617e-01 1.168252180e+00 2.596850080e-01 9.405264842e-01 2.879532713e+00
1.413137242e+00 1.160706580e+00 2.701066227e-01 1.098047618e-01 2.950146179e+00
8.346549283e-01 1.324249710e+00 3.855687748e-01 1.502955597e-01 2.559012918e+00
1.301897793e+00 1.166215435e+00 2.965458790e-01 8.939104174e-01 1.677164632e+00
5.260344775e-01 1.386232804e+00 3.276141335e-02 9.422239373e-01 1.876635308e+00
9.500878987e-01 1.522144974e+00 2.535991715e-01 4.783076985e-01 1.732341769e+00
4.348150177e-01 8.969603225e-01 3.108378639e-01 2.514127508e-01 2.357265179e+00
1.424102703e+00 1.189936938e+00 5.048356098e-02 6.148342741e-01 1.752585913e+00
9.381044508e-02 1.122542032e+00 1.360632171e-02 2.242114652e-01 2.321503369e+00
7.067311687e-01 1.090004457e+00 3.350409154e-01 1.972934066e-01 2.910757918e+00
1.030334839e+00 1.446108903e+00 2.435164592e-02 5.492350478e-01 2.187727368e+00
1.203384434e+00 9.395693997e-01 3.591272281e-02 9.894009843e-01 2.187538793e+00
3.742389474e-01 1.203273746e+00 1.309935119e-01 8.809826550e-01 3.120427465e+00
1.360209602e+00 9.548041269e-01 1.657125181e-01 3.627148150e-01 1.796068667e+00
1.238111952e+00 9.142191911e-01 5.214062511e-02 6.714536041e-01 1.777153031e+00
6.486270260e-01 1.305880815e+00 3.232273362e-01 6.323571850e-01 1.922894456e+00
6.746382817e-02 1.297772435e+00 2.293337345e-01 5.675201539e-01 2.029074445e+00
7.948823491e-01 8.382319426e-01 1.708688260e-01 8.721334573e-01 2.001480026e+00
3.390451723e-01 1.240635098e+00 2.046266597e-01 2.590239884e-01 2.513847897e+00
1.013930058e+00 1.220606965e+00 2.519697857e-02 6.035272129e-01 1.683466265e+00
1.026311221e+00 1.481384392e+00 2.088406582e-01 8.469390427e-01 2.306889369e+00
2.051243726e-01 1.096475523e+00 2.929509595e-01 5.385451904e-01 2.636223315e+00
1.470078155e+00 9.380002341e-01 3.845515011e-01 9.896876010e-01 3.029349892e+00
4.593722166e-01 1.420377124e+00 4.185747749e-02 3.825509858e-01 2.082745592e+00
1.069502693e+00 9.148203860e-01 3.928802482e-01 4.576964220e-01 2.013326574e+00
5.498752949e-01 8.465556208e-01 3.006582730e-01 9.042702684e-01 2.007255941e+00
1.182019677e+00 1.537390289e+00 3.466813439e-01 1.343729250e-01 2.808114891e+00
8.301900866e-01 1.530762987e+00 3.484975225e-01 1.140703064e-01 2.323638787e+00
1.487878105e-01 1.045006647e+00 3.074330943e-01 1.889321993e-01 2.620048740e+00
1.287571477e-01 1.039523612e+00 1.017313672e-01 2.612790669e-01 3.062705330e+00
3.205971007e-01 1.544224758e+00 2.124036607e-01 1.983255082e-01 2.545429590e+00
1.239191577e+00 9.796345558e-01 2.492587010e-01 3.226916593e-01 2.797507070e+00
1.128165079e+00 1.263822213e+00 1.557050979e-01 4.617603188e-01 2.968265556e+00
1.339948052e+00 1.284270504e+00 4.683688774e-02 7.713205365e-01 2.976263740e+00
6.499879537e-01 1.401526486e+00 3.836765250e-01 1.397803272e-01 2.689550039e+00
1.332739879e+00 1.218165940e+00 5.883255125e-02 1.782581621e-01 1.689967877e+00
5.655839394e-01 1.457419719e+00 8.636682342e-02 5.919515075e-01 2.230710936e+00
1.361492748e+00 1.543426172e+00 3.699359150e-01 8.969544024e-01 2.107839935e+00
3.631383471e-01 1.331461632e+00 5.165601720e-03 3.796531946e-01 2.376843460e+00
7.986790931e-01 1.134283230e+00 3.865389929e-01 9.696102638e-01 2.559954071e+00
6.056938025e-01 1.436495034e+00 2.041762395e-01 5.182984075e-01 1.924141544e+00
5.478690102e-01 1.080087901e+00 1.391048582e-02 8.919717323e-01 2.477358711e+00
2.478440293e-01 1.177342358e+00 9.092393284e-02 8.789388527e-01 2.061231563e+00
6.112253639e-01 8.381347793e-01 3.503955254e-01 6.523810639e-01 2.616553490e+00
7.133989282e-01 1.122339190e+00 1.606368428e-01 6.931367373e-01 1.586943856e+00
6.613645241e-01 1.158110841e+00 4.943442537e-02 9.661955071e-01 1.861927646e+00
9.634053516e-01 1.031005887e+00 4.939385082e-03 2.682172698e-01 2.120800073e+00
8.878924473e-01 1.280244085e+00 1.624453805e-01 5.032087806e-01 2.341399474e+00
1.158572614e+00 1.199430692e+00 3.490758466e-01 4.163881499e-01 1.819851528e+00
5.782135828e-01 1.190139811e+00 2.714592613e-01 2.956270541e-01 2.279318862e+00
6.086973290e-01 1.555476969e+00 2.480777742e-01 1.657121544e-01 1.823426471e+00
1.363010839e+00 8.375994029e-01 2.830635949e-02 4.427599813e-01 2.752602036e+00
1.039805724e+00 9.677573402e-01 2.077098033e-01 5.298002291e-01 2.506106623e+00
1.113588797e+00 1.257893757e+00 1.183763554e-01 3.089061736e-01 2.293936863e+00
1.116416695e+00 1.426055478e+00 7.800580665e-02 3.820701278e-01 2.615834293e+00
6.768394467e-01 8.614738529e-01 3.110824340e-01 7.275908764e-01 1.779383382e+00
1.350047855e+00 8.808710952e-01 1.112440404e-01 7.953540242e-01 1.729276406e+00
6.096291746e-02 1.317256938e+00 2.174702273e-01 4.368284223e-01 2.024131653e+00
1.383414948e-01 9.992614602e-01 9.036838169e-02 5.477540363e-01 1.588863449e+00
4.183450005e-01 8.261897199e-01 3.604621207e-01 3.126207772e-01 2.780749531e+00
3.623478263e-01 1.291857758e+00 1.777875122e-01 6.574554910e-01 1.904585295e+00
9.519521404e-01 9.949160844e-01 3.742111154e-01 3.869811612e-01 2.435583673e+00
9.442574681e-01 8.414242195e-01 1.244384480e-01 2.822092076e-01 2.435083957e+00
8.955118859e-01 1.077637918e+00 2.810034865e-01 5.976418316e-01 2.288700410e+00
1.080144791e+00 1.412418464e+00 1.915050125e-01 8.199802563e-01 2.417319242e+00
8.398437147e-01 1.545303858e+00 2.937974909e-01 5.768595335e-01 2.245302791e+00
6.175617882e-01 1.192576223e+00 3.784194442e-01 1.227729034e-01 1.741433947e+00
1.003393921e+00 9.015605354e-01 2.715199077e-01 7.891318623e-01 1.948787674e+00
1.011214063e+00 1.355472725e+00 1.972473784e-02 1.472504389e-01 2.996026506e+00
5.330818318e-01 1.190417411e+00 2.446281179e-01 6.466821221e-01 2.301977945e+00
8.813514513e-01 9.098431466e-01 3.267907238e-01 4.224037422e-01 1.836942434e+00
1.384873983e-02 1.327380272e+00 2.422343454e-01 7.829613713e-01 1.850540272e+00
2.437141057e-01 8.688997919e-01 8.648653708e-04 7.171620343e-01 1.908260030e+00
5.832517243e-01 1.542558915e+00 3.613693931e-01 1.496305135e-01 2.271200787e+00
1.522798195e+00 1.336190292e+00 2.382350988e-01 6.155020762e-01 2.317291551e+00
1.174795670e+00 1.093502711e+00 4.595031280e-03 7.646329902e-01 3.008077012e+00
1.462330979e+00 9.266582321e-01 3.673594482e-02 2.546783844e-01 2.718217203e+00
9.889036460e-01 1.285966381e+00 3.180062439e-01 7.906228378e-01 1.996943022e+00
8.239580800e-01 1.453789122e+00 2.929645291e-01 6.556285170e-01 2.412508925e+00
3.875324502e-01 1.396338212e+00 2.890709505e-01 6.564123568e-01 2.468245243e+00
9.637172282e-02 1.194814438e+00 2.876299855e-01 6.756140483e-01 1.612106720e+00
1.190003465e-01 1.423924677e+00 1.333681068e-01 6.881687286e-01 2.346869043e+00
1.918343135e-01 1.034071226e+00 2.832311842e-01 9.046100935e-01 2.939818048e+00
1.246563820e+00 1.372875680e+00 1.579454744e-01 2.656961584e-01 2.158996281e+00
1.167091264e+00 9.414971844e-01 4.588053512e-02 8.114825111e-01 1.612416862e+00
4.298594231e-01 1.087202039e+00 3.252817335e-01 8.887232297e-01 2.004876419e+00
7.611065088e-01 8.826574933e-01 3.378808217e-01 7.491775698e-01 2.490399615e+00
1.428280886e+00 1.279935982e+00 2.118311947e-01 6.984058780e-01 1.817464773e+00
1.396730951e+00 9.328503054e-01 1.074026736e-01 7.930202597e-01 2.426311953e+00
9.438400144e-01 9.873563277e-01 8.832887894e-02 5.058869440e-01 1.606751816e+00
6.607860375e-01 1.248426879e+00 2.772188206e-01 8.865908016e-01 2.785327772e+00
7.954996493e-02 1.066208500e+00 1.296358839e-01 2.106394657e-01 2.285643988e+00
7.722684528e-01 1.433378110e+00 3.149970205e-01 3.180302443e-01 2.677607395e+00
7.298459333e-01 9.992465223e-01 3.270069361e-01 7.173190462e-01 3.111855027e+00
8.956851992e-01 1.542814833e+00 3.596390164e-01 5.736025961e-01 3.090579023e+00
1.248078345e+00 1.379015106e+00 2.988987158e-01 2.531000832e-01 2.689960816e+00
1.219494808e+00 8.019428146e-01 1.198445548e-01 1.826588382e-01 2.741205327e+00
1.531240560e+00 1.323942937e+00 3.421471371e-01 4.001596732e-01 2.554981782e+00
3.969548339e-01 1.280999531e+00 2.215625668e-01 9.044577294e-01 1.602638176e+00
2.075352968e-01 1.232991427e+00 2.046087850e-01 9.613933842e-01 1.952795401e+00
1.118900470e+00 1.244861692e+00 2.947242566e-01 7.173088261e-01 3.043213557e+00
1.082634059e+00 1.270864842e+00 2.046564185e-01 3.921907757e-01 2.957268013e+00
3.183577280e-01 8.029544877e-01 1.351740686e-01 6.174953879e-01 2.021331604e+00
1.109609233e-01 1.467099404e+00 2.780298993e-01 2.921550493e-01 1.605769235e+00
7.364251376e-01 1.083702500e+00 3.343072991e-01 3.156261980e-01 2.612760071e+00
1.424838364e+00 8.191972032e-01 9.444837681e-02 5.613916097e-01 2.037870190e+00
3.287786688e-01 9.749320444e-01 3.078175307e-01 6.032385048e-01 2.718233966e+00
1.551799039e+00 9.070479733e-01 1.468404061e-01 1.485724739e-01 2.768796374e+00
1.569021844e+00 1.156322683e+00 1.750649194e-01 3.915974261e-01 3.049641240e+00
1.082990718e+00 1.364044579e+00 3.582007124e-01 8.113885949e-01 2.040013224e+00
1.547976072e+00 1.029056783e+00 9.556129778e-02 8.201896934e-01 2.120076964e+00
1.198827179e-01 1.516351357e+00 3.678330097e-01 8.461413477e-01 2.009068998e+00
1.471975964e+00 1.273243844e+00 3.305004207e-01 3.841828434e-01 2.152551874e+00
1.029794080e+00 8.857749747e-01 3.222856219e-01 8.579379207e-01 2.710904140e+00
3.461928678e-01 9.459459286e-01 1.874116289e-01 9.612274956e-01 2.474966662e+00
1.045554055e+00 1.216840708e+00 2.977287488e-02 5.845701960e-01 1.601023308e+00
8.996140748e-01 9.531806825e-01 5.173181916e-02 2.528289717e-01 2.348150521e+00
1.476138214e+00 1.102500435e+00 3.594011649e-01 9.255382215e-01 1.659473923e+00
3.504576416e-01 9.587111475e-01 2.842848508e-01 7.977851588e-01 1.984577526e+00
1.411902466e+00 9.671909982e-01 1.153609076e-01 5.978049993e-01 2.417824046e+00
2.739342480e-02 1.342414364e+00 2.928771190e-01 5.501500077e-01 2.066089132e+00
1.288771627e+00 9.981460342e-01 3.786413595e-01 9.249643262e-01 1.833115979e+00
1.286958371e+00 8.419412378e-01 1.242335543e-01 2.369728703e-01 1.921711871e+00
9.798768056e-01 1.452002069e+00 2.799313698e-01 9.473243033e-01 2.499720350e+00
6.383294249e-01 1.335384470e+00 3.358111331e-01 6.022049541e-01 2.344468668e+00
5.096683152e-01 1.210483423e+00 3.184565621e-02 9.454582650e-01 2.595974498e+00
7.739431387e-01 1.483570277e+00 8.698423915e-02 7.710249106e-01 1.941899639e+00
1.225468285e+00 1.102049291e+00 2.472421137e-01 2.744210511e-01 1.961196524e+00
1.327633848e+00 1.169156714e+00 8.847623025e-02 9.582973986e-01 1.599097290e+00
7.729988380e-02 1.202365717e+00 2.670924356e-01 5.408638593e-01 2.879741327e+00
1.525072255e+00 1.365411975e+00 3.264025759e-01 9.994116857e-01 2.284129168e+00
5.205232033e-01 1.201562149e+00 3.287436012e-01 5.188296660e-01 2.385300374e+00
1.570527891e+00 8.752878024e-01 3.063467854e-01 1.211356091e-01 2.775642510e+00
4.281410921e-01 1.538759622e+00 1.641679223e-01 5.926344874e-01 2.353233351e+00
1.137501790e+00 1.527980267e+00 3.496476663e-01 7.750820594e-01 2.482950935e+00
4.561090552e-01 7.860424186e-01 9.121132593e-02 6.804399426e-01 2.778513849e+00
4.292785401e-01 8.989726616e-01 3.468175685e-01 6.387102194e-01 2.892240588e+00
1.182692678e+00 7.859575670e-01 1.238282735e-01 8.824075228e-01 2.978352921e+00
3.861903466e-01 8.989013291e-01 5.973836949e-02 6.498519954e-01 2.850122395e+00
9.325086445e-01 9.459685339e-01 2.975909044e-01 8.085159211e-01 1.771454746e+00
4.449939514e-01 1.138568623e+00 1.948038488e-01 8.374292886e-01 2.459550624e+00
2.818610984e-01 1.201305871e+00 9.532658574e-02 7.381022714e-01 2.393491930e+00
1.489324112e+00 9.496569529e-01 2.693007866e-01 3.272974753e-01 2.446619432e+00
1.345378999e-01 9.988531115e-01 8.187393732e-02 2.574757286e-01 1.855505110e+00
7.922992000e-01 1.262276125e+00 1.123677412e-01 6.786869203e-01 1.890011864e+00
1.310648901e+00 1.078347469e+00 2.979251331e-01 3.917897543e-01 2.286675050e+00
7.444245844e-01 1.010423822e+00 3.124246210e-01 8.322392416e-01 1.646535101e+00
9.772807171e-01 1.062773620e+00 1.038582841e-01 6.273261800e-01 2.217358449e+00
1.266537132e+00 1.439117707e+00 3.807722921e-01 5.443383181e-01 1.875017000e+00
3.581262810e-01 1.092832889e+00 2.974927294e-01 6.139935025e-01 2.961643466e+00
2.396443401e-01 1.537339304e+00 1.607223135e-01 8.124985025e-01 1.732673063e+00
2.683605672e-01 9.202730338e-01 1.153923292e-01 1.117214057e-01 2.835029551e+00
4.185479840e-01 8.659709604e-01 2.967504872e-01 9.787142820e-01 1.846617634e+00
1.059401524e+00 1.325856448e+00 3.263034249e-01 2.910106761e-01 1.864302236e+00
1.317232555e+00 8.194164777e-01 1.117769564e-01 7.709765092e-01 2.926313149e+00
1.009939071e+00 8.534804488e-01 3.823468758e-01 5.994122200e-01 2.593885066e+00
8.542567677e-01 1.167694041e+00 3.089416955e-01 6.753205630e-01 1.744543935e+00
1.473609138e+00 1.349317899e+00 2.207547627e-01 7.851948603e-01 2.001992534e+00
4.501269354e-01 1.337111586e+00 1.352354956e-01 8.242134941e-01 2.590378548e+00
8.141315324e-01 7.997925081e-01 6.431810075e-02 3.026276212e-01 2.508542830e+00
1.931831740e-01 1.267718562e+00 2.793318045e-01 9.068489764e-01 2.664118552e+00
5.791920495e-01 1.323847143e+00 2.988907458e-01 8.989023192e-01 1.845542199e+00
6.208773932e-01 1.483926304e+00 3.416703579e-01 6.265700393e-01 1.972208693e+00
1.335080986e+00 1.013654038e+00 3.991495435e-01 3.218594795e-01 1.611556688e+00
1.502238259e+00 1.408259421e+00 3.786647362e-01 3.031118013e-01 1.742835945e+00
3.079630773e-01 9.192439088e-01 5.111769500e-02 8.715928836e-01 2.350821796e+00
1.201376940e+00 1.281925838e+00 1.302772525e-02 8.260088002e-01 2.638058802e+00
1.569985831e+00 1.310497080e+00 2.167270357e-01 7.441163937e-01 2.519479841e+00
9.153163793e-01 1.465497754e+00 2.535244874e-02 1.777629012e-01 2.107415058e+00
5.716141216e-04 1.343462239e+00 4.780097695e-02 8.384566811e-01 1.742849610e+00
3.584681014e-01 1.145477734e+00 1.684576749e-01 4.519067240e-01 1.819764807e+00
1.533616372e+00 1.519221092e+00 3.367461439e-01 2.871619273e-01 2.775849598e+00
1.378388506e+00 1.287871502e+00 2.733742340e-01 2.432841242e-01 2.578215005e+00
1.338995131e+00 9.217407863e-01 2.029100491e-01 2.256442834e-01 1.903005352e+00
5.300734551e-01 8.411414224e-01 2.780763943e-01 3.921866926e-01 1.615782993e+00
8.337230473e-01 1.217558261e+00 3.745534532e-01 8.271660780e-01 2.690373685e+00
6.503249202e-01 1.316307798e+00 3.959882955e-01 3.314054558e-01 2.647446549e+00
9.720801368e-01 1.459358827e+00 3.295909051e-01 9.145627055e-01 3.095089324e+00
1.531445994e+00 1.222815799e+00 3.357833127e-01 3.197321056e-01 3.046962628e+00
1.933449801e-01 8.401840659e-01 3.757490717e-01 9.201946633e-01 2.651527703e+00
9.896950134e-01 1.416328445e+00 1.689112724e-01 1.326597479e-01 2.141490175e+00
7.000181310e-01 1.263918172e+00 2.695137403e-01 7.261409254e-01 2.533015818e+00
1.437232409e-01 1.331952107e+00 2.353471083e-01 1.800722411e-01 2.760147502e+00
8.678249955e-01 1.417529530e+00 3.840584687e-02 1.975539665e-01 2.044231150e+00
5.870966572e-01 1.192682826e+00 2.328297114e-01 7.693243687e-01 2.428235463e+00
1.344953329e+00 9.735287654e-01 3.972119323e-02 6.400697882e-01 2.482875544e+00
1.021432167e+00 1.332754500e+00 3.749363665e-01 4.363535656e-01 2.204743786e+00
8.054956257e-01 1.035821254e+00 1.632034062e-01 9.579533950e-01 2.846285885e+00
1.070046761e+00 8.834985402e-01 1.819405342e-01 7.517280777e-01 1.980233717e+00
1.338106131e-01 1.569702836e+00 1.838757020e-01 3.145792880e-01 1.611450230e+00
1.130969635e+00 1.173541599e+00 4.210457148e-02 8.320898781e-01 2.530689442e+00
1.454576795e+00 1.461021702e+00 3.309583222e-01 1.287464953e-01 2.784827247e+00
1.131721993e+00 1.383777577e+00 3.350902708e-02 1.071531382e-01 1.780538520e+00
3.739246678e-01 9.407883388e-01 9.888185732e-02 8.027125102e-01 2.828935823e+00
2.626351252e-01 9.092504764e-01 1.132910236e-01 5.575696825e-01 2.123837465e+00
3.803969308e-02 1.231448806e+00 1.354995577e-02 8.547467280e-01 1.719802296e+00
1.275189335e+00 1.130587761e+00 9.691280746e-02 5.559710930e-01 1.726566117e+00
7.992090101e-01 1.221308714e+00 2.507863658e-01 8.632887622e-01 2.681792149e+00
7.670233447e-01 8.725458469e-01 3.101998421e-01 5.547941975e-01 2.523119001e+00
1.265064306e+00 9.025874002e-01 2.031378998e-01 2.934110883e-01 2.488531391e+00
2.423144226e-01 1.179371324e+00 2.964993436e-01 2.750417809e-01 2.407124984e+00
4.820259727e-01 8.570474114e-01 3.762638266e-02 2.764292274e-01 1.708365978e+00
3.750040045e-01 1.271580979e+00 1.277666151e-01 6.836462983e-01 2.623108440e+00
3.938553789e-01 1.195417993e+00 3.910498044e-03 6.146419030e-01 1.977051581e+00
3.363675038e-01 8.986115759e-01 1.907288297e-01 3.862419716e-01 1.701150940e+00
1.356668517e+00 1.304212426e+00 2.785202840e-01 2.306315575e-01 1.956476043e+00
1.451689201e+00 1.531406441e+00 1.419223027e-01 5.813714492e-01 2.077763016e+00
1.562591298e+00 1.208487326e+00 2.982981054e-03 9.917420189e-01 1.783887282e+00
6.595314301e-01 1.349321985e+00 1.308349097e-01 9.629014193e-01 3.117452809e+00
9.975483869e-01 1.058779866e+00 1.011067650e-01 3.518095155e-01 2.772406819e+00
6.907009023e-01 1.049016395e+00 3.366117980e-01 7.424687139e-01 2.234816234e+00
5.446904756e-02 1.485835618e+00 2.343874237e-01 6.010881342e-01 2.966674386e+00
1.515589621e+00 1.181550032e+00 3.720712763e-01 2.008808827e-01 2.715805114e+00
1.065595200e-01 1.048227172e+00 3.773163416e-01 2.031274640e-01 1.737932476e+00
1.242931227e-01 1.509746110e+00 3.388369248e-01 8.239658785e-01 2.591872288e+00
4.174074327e-01 1.249339936e+00 2.980534170e-01 7.860970565e-01 2.120788901e+00
5.575106113e-01 8.449740228e-01 1.528506858e-01 2.145633579e-01 2.756709986e+00
6.296017662e-02 1.037829893e+00 9.273527510e-02 2.156389197e-01 2.813763734e+00
8.346933657e-02 1.182633034e+00 5.120576983e-02 2.262329373e-01 2.432369948e+00
7.311475407e-01 1.324509652e+00 1.785183927e-02 3.222701269e-01 2.025979013e+00
2.529864039e-01 9.878544095e-01 3.632445101e-01 8.096404081e-01 2.215261500e+00
9.914245440e-01 1.184253977e+00 2.821035535e-01 6.317945278e-01 2.976488598e+00
4.751411604e-01 1.406479364e+00 1.343786063e-01 3.987716147e-01 2.482038398e+00
1.299252755e+00 1.346874105e+00 5.415162119e-03 4.172489471e-01 1.837508982e+00
7.648854465e-01 1.275513078e+00 1.532456090e-01 1.434070902e-01 3.098292313e+00
5.275695052e-01 1.243897405e+00 9.897418726e-02 4.425392386e-01 2.911180457e+00
1.176580383e+00 1.101886860e+00 1.468446794e-01 2.758202886e-01 2.820836876e+00
9.557115908e-01 1.209436002e+00 2.139159698e-02 4.906871391e-01 2.633391653e+00
1.442064989e+00 1.458395025e+00 2.137593054e-01 1.444962634e-01 2.200953478e+00
1.177510235e+00 1.362013365e+00 3.740937840e-01 3.422279709e-01 2.802778636e+00
1.447674719e+00 9.637469681e-01 1.273707613e-01 3.212251714e-01 2.744381643e+00
1.411289826e+00 1.533442222e+00 3.171997909e-01 7.427967127e-01 1.805318427e+00
5.629244171e-01 1.358087530e+00 2.403548005e-01 4.413469821e-01 2.759995226e+00
3.657886730e-03 1.029819808e+00 2.063035497e-01 3.037321616e-01 2.833092863e+00
2.181184714e-01 8.729743561e-01 2.375122495e-01 4.122662063e-01 2.256258524e+00
3.720761678e-01 1.282885568e+00 3.944377437e-01 5.846937413e-01 1.751128632e+00
1.560355322e+00 1.274518769e+00 3.388234441e-02 7.400294550e-01 1.772654086e+00
9.351728390e-01 1.491512368e+00 3.916430297e-01 5.065908306e-01 2.130076411e+00
1.064365699e+00 1.376836594e+00 3.357101748e-01 7.752785965e-01 1.710408736e+00
9.850796337e-01 1.454128120e+00 2.613814141e-01 2.242131765e-01 2.093985454e+00
3.926467914e-01 1.415261992e+00 2.057170427e-01 6.676228097e-01 2.831834470e+00
9.831857749e-01 1.109943454e+00 3.232453757e-01 6.920851783e-01 3.087652433e+00
1.332604052e+00 1.278765795e+00 9.233356661e-02 5.293442143e-01 1.773026950e+00
6.469516900e-01 1.061504502e+00 1.213180684e-01 2.151232944e-01 2.783779451e+00
2.722048334e-01 1.315148737e+00 1.953395347e-01 4.929658169e-01 1.582186594e+00
2.686397921e-01 1.406777508e+00 1.562917027e-01 1.857465796e-01 2.737212270e+00
2.978807732e-01 1.024863212e+00 2.221006369e-01 5.204511045e-01 1.756955122e+00
1.297239875e+00 1.344300563e+00 1.573832322e-02 8.133010396e-01 2.221924708e+00
2.193863813e-01 1.115916106e+00 1.302758153e-01 7.434877217e-01 1.978270590e+00
9.578899808e-01 1.498179834e+00 1.869009217e-01 7.358715202e-01 3.021929607e+00
5.208629651e-01 8.072229472e-01 3.572739291e-01 8.186213348e-01 3.059301187e+00
1.132009544e+00 1.281183092e+00 1.521148665e-01 4.828032203e-01 2.212050897e+00
5.257495372e-01 1.137535261e+00 2.593832808e-02 2.513808417e-01 2.402156383e+00
8.085225418e-01 1.414780343e+00 3.535539070e-01 1.346992896e-01 2.058624301e+00
6.160360081e-01 1.105124258e+00 2.055234043e-01 3.217546352e-01 2.237772070e+00
5.372067712e-01 1.084808521e+00 2.852266570e-01 7.552838134e-01 2.841600038e+00
1.360445750e+00 1.261218476e+00 3.472158111e-02 2.303986104e-01 1.900781772e+00
5.705830295e-01 9.171091820e-01 3.618756049e-01 6.495201755e-01 1.890808931e+00
8.248468734e-01 1.560067663e+00 3.139490152e-02 3.881494738e-01 2.573703220e+00
2.311360621e-01 9.930643859e-01 1.852410667e-01 5.759528794e-01 2.399234702e+00
1.512432040e+00 9.205517163e-01 1.502415565e-01 6.190284225e-01 1.829330580e+00
4.524896107e-01 1.376476994e+00 3.254375018e-02 4.082395914e-01 2.563545251e+00
1.564005607e+00 9.905213350e-01 3.301125485e-01 6.936864415e-01 1.787260122e+00
